LocationType,Location,TimeFrame,DataFormat,Data
County,Henderson,2005,Number,14275
County,Henderson,2020,Number,11681
County,Henderson,2020,Percent,0.142
County,Henderson,2021,Number,12989
County,Henderson,2021,Percent,0.158
County,Henderson,2022,Number,10798
County,Henderson,2022,Percent,0.13
County,Hidalgo,1989,Number,159216
County,Hidalgo,1993,Number,193584
County,Hidalgo,1995,Number,210728
County,Hidalgo,1997,Number,196989
County,Hidalgo,1998,Number,190196
County,Hidalgo,1999,Number,201865
County,Hidalgo,2000,Number,185854
County,Hidalgo,2001,Number,195578
County,Hidalgo,2002,Number,208148
County,Hidalgo,2003,Number,202451
County,Hidalgo,2004,Number,205331
County,Hidalgo,2005,Number,272368
County,Hidalgo,2006,Number,253991
County,Hidalgo,2007,Number,238683
County,Hidalgo,2008,Number,250117
County,Hidalgo,2009,Number,258259
County,Hidalgo,2010,Number,258065
County,Hidalgo,2011,Number,294504
County,Hidalgo,2012,Number,272635
County,Hidalgo,2013,Number,274209
County,Hidalgo,2015,Number,259506
County,Hidalgo,2014,Number,275840
County,Hidalgo,2016,Number,262028
County,Hidalgo,2017,Number,251593
County,Hidalgo,2018,Number,256985
County,Hidalgo,2019,Number,231032
County,Hidalgo,2019,Percent,0.269
County,Hidalgo,2018,Percent,0.3
County,Hidalgo,2017,Percent,0.295
County,Hidalgo,1989,Percent,0.419
County,Hidalgo,1993,Percent,0.411
County,Hidalgo,1995,Percent,0.422
County,Hidalgo,1997,Percent,0.376
County,Hidalgo,1998,Percent,0.353
County,Hidalgo,1999,Percent,0.359
County,Hidalgo,2000,Percent,0.317
County,Hidalgo,2001,Percent,0.322
County,Hidalgo,2002,Percent,0.33
County,Hidalgo,2003,Percent,0.31
County,Hidalgo,2004,Percent,0.305
County,Hidalgo,2005,Percent,0.407
County,Hidalgo,2016,Percent,0.312
County,Hidalgo,2014,Percent,0.335
County,Hidalgo,2015,Percent,0.311
County,Hidalgo,2013,Percent,0.34
County,Hidalgo,2012,Percent,0.34171
County,Hidalgo,2011,Percent,0.373
County,Hidalgo,2010,Percent,0.334
County,Hidalgo,2009,Percent,0.352
County,Hidalgo,2008,Percent,0.348
County,Hidalgo,2006,Percent,0.367
County,Hidalgo,2007,Percent,0.34
County,Hidalgo,2020,Number,207104
County,Hidalgo,2020,Percent,0.239
County,Hidalgo,2021,Number,251220
County,Hidalgo,2021,Percent,0.288
County,Hidalgo,2022,Number,240721
County,Hidalgo,2022,Percent,0.274
County,Hill,2007,Percent,0.169
County,Hill,2006,Percent,0.157
County,Hill,2008,Percent,0.163
County,Hill,2009,Percent,0.16
County,Hill,2010,Percent,0.171
County,Hill,2011,Percent,0.19
County,Hill,2012,Percent,0.2004
County,Hill,2013,Percent,0.179
County,Hill,2015,Percent,0.178
County,Hill,2014,Percent,0.218
County,Hill,2016,Percent,0.162
County,Hill,1989,Percent,0.217
County,Hill,1993,Percent,0.219
County,Hill,1995,Percent,0.206
County,Hill,1997,Percent,0.188
County,Hill,1998,Percent,0.173
County,Hill,1999,Percent,0.157
County,Hill,2000,Percent,0.162
County,Hill,2001,Percent,0.174
County,Hill,2002,Percent,0.174
County,Hill,2003,Percent,0.161
County,Hill,2004,Percent,0.162
County,Hill,2005,Percent,0.182
County,Hill,2017,Percent,0.149
County,Hill,2018,Percent,0.126
County,Hill,2019,Percent,0.131
County,Hill,2019,Number,4700
County,Hill,2018,Number,4460
County,Hill,2017,Number,5229
County,Hill,2016,Number,5542
County,Hill,2014,Number,7413
County,Hill,2015,Number,6048
County,Hill,2013,Number,6083
County,Hill,2012,Number,6859
County,Hill,2011,Number,6555
County,Hill,2010,Number,5854
County,Hill,2009,Number,5593
County,Hill,2008,Number,5676
County,Hill,2007,Number,5814
County,Hill,2006,Number,5498
County,Hill,1989,Number,5741
County,Hill,1993,Number,6146
County,Hill,1995,Number,5999
County,Hill,1997,Number,5678
County,Hill,1998,Number,5304
County,Hill,1999,Number,4939
County,Hill,2000,Number,5233
County,Hill,2001,Number,5746
County,Hill,2002,Number,5894
County,Hill,2003,Number,5549
County,Hill,2004,Number,5630
County,Hill,2005,Number,6264
County,Hill,2020,Number,5078
County,Hill,2020,Percent,0.14
County,Hill,2021,Number,4985
County,Hill,2021,Percent,0.139
County,Hill,2022,Number,5714
County,Hill,2022,Percent,0.156
County,Hockley,1989,Number,4735
County,Hockley,1993,Number,4596
County,Hockley,1995,Number,4769
County,Hockley,1997,Number,4575
County,Hockley,1998,Number,4361
County,Hockley,1999,Number,4169
County,Hockley,2000,Number,3969
County,Hockley,2001,Number,3703
County,Hockley,2002,Number,3805
County,Hockley,2003,Number,3883
County,Hockley,2004,Number,3862
County,Hockley,2005,Number,3765
County,Hockley,2006,Number,4127
County,Hockley,2007,Number,3682
County,Hockley,2008,Number,3797
County,Hockley,2009,Number,3623
County,Hockley,2010,Number,4224
County,Hockley,2011,Number,3877
County,Hockley,2012,Number,3745
County,Hockley,2013,Number,4032
County,Hockley,2015,Number,3579
County,Hockley,2014,Number,3280
County,Hockley,2016,Number,3817
County,Hockley,2017,Number,3584
County,Hockley,2018,Number,4300
County,Hockley,2019,Number,3436
County,Hockley,2019,Percent,0.155
County,Hockley,2018,Percent,0.195
County,Hockley,2017,Percent,0.162
County,Hockley,1989,Percent,0.201
County,Hockley,1993,Percent,0.189
County,Hockley,1995,Percent,0.2
County,Hockley,1997,Percent,0.195
County,Hockley,1998,Percent,0.187
County,Hockley,1999,Percent,0.189
County,Hockley,2000,Percent,0.18
County,Hockley,2001,Percent,0.168
County,Hockley,2002,Percent,0.171
County,Hockley,2003,Percent,0.175
County,Hockley,2004,Percent,0.174
County,Hockley,2005,Percent,0.171
County,Hockley,2016,Percent,0.171
County,Hockley,2014,Percent,0.144
County,Hockley,2015,Percent,0.159
County,Hockley,2013,Percent,0.177
County,Hockley,2012,Percent,0.16789
County,Hockley,2011,Percent,0.175
County,Hockley,2010,Percent,0.191
County,Hockley,2009,Percent,0.167
County,Hockley,2008,Percent,0.176
County,Hockley,2006,Percent,0.188
County,Hockley,2007,Percent,0.171
County,Hockley,2020,Number,2841
County,Hockley,2020,Percent,0.129
County,Hockley,2021,Number,3379
County,Hockley,2021,Percent,0.164
County,Hockley,2022,Number,3104
County,Hockley,2022,Percent,0.149
County,Hood,2007,Percent,0.107
County,Hood,2006,Percent,0.104
County,Hood,2008,Percent,0.101
County,Hood,2009,Percent,0.116
County,Hood,2010,Percent,0.119
County,Hood,2011,Percent,0.114
County,Hood,2012,Percent,0.11584
County,Hood,2013,Percent,0.141
County,Hood,2015,Percent,0.098
County,Hood,2014,Percent,0.124
County,Hood,2016,Percent,0.103
County,Hood,1989,Percent,0.097
County,Hood,1993,Percent,0.119
County,Hood,1995,Percent,0.111
County,Hood,1997,Percent,0.105
County,Hood,1998,Percent,0.101
County,Hood,1999,Percent,0.085
County,Hood,2000,Percent,0.097
County,Hood,2001,Percent,0.105
County,Hood,2002,Percent,0.108
County,Hood,2003,Percent,0.111
County,Hood,2004,Percent,0.111
County,Hood,2005,Percent,0.126
County,Hood,2017,Percent,0.106
County,Hood,2018,Percent,0.102
County,Hood,2019,Percent,0.092
County,Hood,2019,Number,5581
County,Hood,2018,Number,6108
County,Hood,2017,Number,6074
County,Hood,2016,Number,5754
County,Hood,2014,Number,6562
County,Hood,2015,Number,5364
County,Hood,2013,Number,7335
County,Hood,2012,Number,5937
County,Hood,2011,Number,5803
County,Hood,2010,Number,6014
County,Hood,2009,Number,5874
County,Hood,2008,Number,5045
County,Hood,2007,Number,5167
County,Hood,2006,Number,5055
County,Hood,1989,Number,2782
County,Hood,1993,Number,3810
County,Hood,1995,Number,3905
County,Hood,1997,Number,3946
County,Hood,1998,Number,3916
County,Hood,1999,Number,3452
County,Hood,2000,Number,4127
County,Hood,2001,Number,4565
County,Hood,2002,Number,4825
County,Hood,2003,Number,5113
County,Hood,2004,Number,5251
County,Hood,2005,Number,5945
County,Hood,2020,Number,5919
County,Hood,2020,Percent,0.094
County,Hood,2021,Number,6484
County,Hood,2021,Percent,0.102
County,Hood,2022,Number,6447
County,Hood,2022,Percent,0.098
County,Hopkins,1989,Number,5236
County,Hopkins,1993,Number,5121
County,Hopkins,1995,Number,5107
County,Hopkins,1997,Number,4771
County,Hopkins,1998,Number,4594
County,Hopkins,1999,Number,4580
County,Hopkins,2000,Number,4723
County,Hopkins,2001,Number,5107
County,Hopkins,2002,Number,4990
County,Hopkins,2003,Number,4825
County,Hopkins,2004,Number,4769
County,Hopkins,2005,Number,5624
County,Hopkins,2006,Number,5210
County,Hopkins,2007,Number,4833
County,Hopkins,2008,Number,5257
County,Hopkins,2009,Number,6128
County,Hopkins,2010,Number,6245
County,Hopkins,2011,Number,6611
County,Hopkins,2012,Number,6088
County,Hopkins,2013,Number,6575
County,Hopkins,2015,Number,5677
County,Hopkins,2014,Number,7205
County,Hopkins,2016,Number,5492
County,Hopkins,2017,Number,4950
County,Hopkins,2018,Number,5320
County,Hopkins,2019,Number,5370
County,Hopkins,2019,Percent,0.147
County,Hopkins,2018,Percent,0.146
County,Hopkins,2017,Percent,0.137
County,Hopkins,1989,Percent,0.184
County,Hopkins,1993,Percent,0.173
County,Hopkins,1995,Percent,0.168
County,Hopkins,1997,Percent,0.157
County,Hopkins,1998,Percent,0.15
County,Hopkins,1999,Percent,0.146
County,Hopkins,2000,Percent,0.149
County,Hopkins,2001,Percent,0.161
County,Hopkins,2002,Percent,0.155
County,Hopkins,2003,Percent,0.147
County,Hopkins,2004,Percent,0.145
County,Hopkins,2005,Percent,0.172
County,Hopkins,2016,Percent,0.153
County,Hopkins,2014,Percent,0.203
County,Hopkins,2015,Percent,0.159
County,Hopkins,2013,Percent,0.187
County,Hopkins,2012,Percent,0.17398
County,Hopkins,2011,Percent,0.189
County,Hopkins,2010,Percent,0.18
County,Hopkins,2009,Percent,0.18
County,Hopkins,2008,Percent,0.158
County,Hopkins,2006,Percent,0.158
County,Hopkins,2007,Percent,0.146
County,Hopkins,2020,Number,4652
County,Hopkins,2020,Percent,0.127
County,Hopkins,2021,Number,5350
County,Hopkins,2021,Percent,0.145
County,Hopkins,2022,Number,4779
County,Hopkins,2022,Percent,0.128
County,Houston,2007,Percent,0.24
County,Houston,2006,Percent,0.281
County,Houston,2008,Percent,0.261
County,Houston,2009,Percent,0.239
County,Houston,2010,Percent,0.237
County,Houston,2011,Percent,0.241
County,Houston,2012,Percent,0.25473
County,Houston,2013,Percent,0.248
County,Houston,2015,Percent,0.27
County,Houston,2014,Percent,0.259
County,Houston,2016,Percent,0.221
County,Houston,1989,Percent,0.256
County,Houston,1993,Percent,0.252
County,Houston,1995,Percent,0.245
County,Houston,1997,Percent,0.241
County,Houston,1998,Percent,0.224
County,Houston,1999,Percent,0.21
County,Houston,2000,Percent,0.234
County,Houston,2001,Percent,0.239
County,Houston,2002,Percent,0.236
County,Houston,2003,Percent,0.214
County,Houston,2004,Percent,0.217
County,Houston,2005,Percent,0.271
County,Houston,2017,Percent,0.223
County,Houston,2018,Percent,0.261
County,Houston,2019,Percent,0.209
County,Houston,2019,Number,4230
County,Houston,2018,Number,5323
County,Houston,2017,Number,4533
County,Houston,2016,Number,4437
County,Houston,2014,Number,5176
County,Houston,2015,Number,5388
County,Houston,2013,Number,4975
County,Houston,2012,Number,5180
County,Houston,2011,Number,4948
County,Houston,2010,Number,4940
County,Houston,2009,Number,4641
County,Houston,2008,Number,5141
County,Houston,2007,Number,4727
County,Houston,2006,Number,5620
County,Houston,1989,Number,5011
County,Houston,1993,Number,5112
County,Houston,1995,Number,4941
County,Houston,1997,Number,4893
County,Houston,1998,Number,4598
County,Houston,1999,Number,4219
County,Houston,2000,Number,4694
County,Houston,2001,Number,4813
County,Houston,2002,Number,4769
County,Houston,2003,Number,4347
County,Houston,2004,Number,4383
County,Houston,2005,Number,5463
County,Houston,2020,Number,4040
County,Houston,2020,Percent,0.2
County,Houston,2021,Number,3915
County,Houston,2021,Percent,0.198
County,Houston,2022,Number,3924
County,Houston,2022,Percent,0.201
County,Howard,1989,Number,6155
County,Howard,1993,Number,6345
County,Howard,1995,Number,6256
County,Howard,1997,Number,5889
County,Howard,1998,Number,5814
County,Howard,1999,Number,5366
County,Howard,2000,Number,6053
County,Howard,2001,Number,6076
County,Howard,2002,Number,5967
County,Howard,2003,Number,5599
County,Howard,2004,Number,5545
County,Howard,2005,Number,6205
County,Howard,2006,Number,5640
County,Howard,2007,Number,7129
County,Howard,2008,Number,5881
County,Howard,2009,Number,5261
County,Howard,2010,Number,6621
County,Howard,2011,Number,6755
County,Howard,2012,Number,6121
County,Howard,2013,Number,5351
County,Howard,2015,Number,5938
County,Howard,2014,Number,5320
County,Howard,2016,Number,5478
County,Howard,2017,Number,5409
County,Howard,2018,Number,6263
County,Howard,2019,Number,5281
County,Howard,2019,Percent,0.17
County,Howard,2018,Percent,0.206
County,Howard,2017,Percent,0.181
County,Howard,1989,Percent,0.204
County,Howard,1993,Percent,0.207
County,Howard,1995,Percent,0.203
County,Howard,1997,Percent,0.194
County,Howard,1998,Percent,0.193
County,Howard,1999,Percent,0.186
County,Howard,2000,Percent,0.212
County,Howard,2001,Percent,0.214
County,Howard,2002,Percent,0.211
County,Howard,2003,Percent,0.198
County,Howard,2004,Percent,0.199
County,Howard,2005,Percent,0.225
County,Howard,2016,Percent,0.179
County,Howard,2014,Percent,0.175
County,Howard,2015,Percent,0.191
County,Howard,2013,Percent,0.179
County,Howard,2012,Percent,0.20909
County,Howard,2011,Percent,0.233
County,Howard,2010,Percent,0.229
County,Howard,2009,Percent,0.187
County,Howard,2008,Percent,0.212
County,Howard,2006,Percent,0.204
County,Howard,2007,Percent,0.259
County,Howard,2020,Number,4821
County,Howard,2020,Percent,0.157
County,Howard,2021,Number,4851
County,Howard,2021,Percent,0.169
County,Howard,2022,Number,4813
County,Howard,2022,Percent,0.17
County,Hudspeth,2007,Percent,0.324
County,Hudspeth,2006,Percent,0.312
County,Hudspeth,2008,Percent,0.301
County,Hudspeth,2009,Percent,0.298
County,Hudspeth,2010,Percent,0.295
County,Hudspeth,2011,Percent,0.314
County,Hudspeth,2012,Percent,0.29741
County,Hudspeth,2013,Percent,0.32
County,Hudspeth,2015,Percent,0.25
County,Hudspeth,2014,Percent,0.267
County,Hudspeth,2016,Percent,0.214
County,Hudspeth,1989,Percent,0.389
County,Hudspeth,1993,Percent,0.284
County,Hudspeth,1995,Percent,0.327
County,Hudspeth,1997,Percent,0.329
County,Hudspeth,1998,Percent,0.341
County,Hudspeth,1999,Percent,0.358
County,Hudspeth,2000,Percent,0.327
County,Hudspeth,2001,Percent,0.323
County,Hudspeth,2002,Percent,0.303
County,Hudspeth,2003,Percent,0.286
County,Hudspeth,2004,Percent,0.266
County,Hudspeth,2005,Percent,0.32
County,Hudspeth,2017,Percent,0.183
County,Hudspeth,2018,Percent,0.178
County,Hudspeth,2019,Percent,0.28
County,Hudspeth,2019,Number,1343
County,Hudspeth,2018,Number,838
County,Hudspeth,2017,Number,789
County,Hudspeth,2016,Number,848
County,Hudspeth,2014,Number,834
County,Hudspeth,2015,Number,822
County,Hudspeth,2013,Number,1034
County,Hudspeth,2012,Number,966
County,Hudspeth,2011,Number,1046
County,Hudspeth,2010,Number,1003
County,Hudspeth,2009,Number,917
County,Hudspeth,2008,Number,933
County,Hudspeth,2007,Number,1055
County,Hudspeth,2006,Number,1022
County,Hudspeth,1989,Number,1089
County,Hudspeth,1993,Number,815
County,Hudspeth,1995,Number,1031
County,Hudspeth,1997,Number,1033
County,Hudspeth,1998,Number,1103
County,Hudspeth,1999,Number,1180
County,Hudspeth,2000,Number,1088
County,Hudspeth,2001,Number,1058
County,Hudspeth,2002,Number,960
County,Hudspeth,2003,Number,933
County,Hudspeth,2004,Number,870
County,Hudspeth,2005,Number,1041
County,Hudspeth,2020,Number,1163
County,Hudspeth,2020,Percent,0.242
County,Hudspeth,2021,Number,780
County,Hudspeth,2021,Percent,0.24
County,Hudspeth,2022,Number,863
County,Hudspeth,2022,Percent,0.357
County,Hunt,1989,Number,9575
County,Hunt,1993,Number,11654
County,Hunt,1995,Number,11138
County,Hunt,1997,Number,10790
County,Hunt,1998,Number,10249
County,Hunt,1999,Number,9518
County,Hunt,2000,Number,10622
County,Hunt,2001,Number,11433
County,Hunt,2002,Number,12036
County,Hunt,2003,Number,12190
County,Hunt,2004,Number,12233
County,Hunt,2005,Number,12620
County,Hunt,2006,Number,13635
County,Hunt,2007,Number,13143
County,Hunt,2008,Number,11566
County,Hunt,2009,Number,15976
County,Hunt,2010,Number,16876
County,Hunt,2011,Number,13882
County,Hunt,2012,Number,16545
County,Hunt,2013,Number,15181
County,Hunt,2015,Number,14418
County,Hunt,2014,Number,17603
County,Hunt,2016,Number,14584
County,Hunt,2017,Number,15389
County,Hunt,2018,Number,12715
County,Hunt,2019,Number,14114
County,Hunt,2019,Percent,0.148
County,Hunt,2018,Percent,0.136
County,Hunt,2017,Percent,0.169
County,Hunt,1989,Percent,0.153
County,Hunt,1993,Percent,0.178
County,Hunt,1995,Percent,0.166
County,Hunt,1997,Percent,0.155
County,Hunt,1998,Percent,0.144
County,Hunt,1999,Percent,0.128
County,Hunt,2000,Percent,0.14
County,Hunt,2001,Percent,0.148
County,Hunt,2002,Percent,0.154
County,Hunt,2003,Percent,0.154
County,Hunt,2004,Percent,0.153
County,Hunt,2005,Percent,0.158
County,Hunt,2016,Percent,0.163
County,Hunt,2014,Percent,0.205
County,Hunt,2015,Percent,0.165
County,Hunt,2013,Percent,0.179
County,Hunt,2012,Percent,0.19487
County,Hunt,2011,Percent,0.164
County,Hunt,2010,Percent,0.2
County,Hunt,2009,Percent,0.199
County,Hunt,2008,Percent,0.144
County,Hunt,2006,Percent,0.169
County,Hunt,2007,Percent,0.164
County,Hunt,2020,Number,12240
County,Hunt,2020,Percent,0.126
County,Hunt,2021,Number,13902
County,Hunt,2021,Percent,0.138
County,Hunt,2022,Number,13548
County,Hunt,2022,Percent,0.129
County,Hutchinson,2007,Percent,0.136
County,Hutchinson,2006,Percent,0.134
County,Hutchinson,2008,Percent,0.117
County,Hutchinson,2009,Percent,0.123
County,Hutchinson,2010,Percent,0.134
County,Hutchinson,2011,Percent,0.134
County,Hutchinson,2012,Percent,0.13245
County,Hutchinson,2013,Percent,0.155
County,Hutchinson,2015,Percent,0.142
County,Hutchinson,2014,Percent,0.139
County,Hutchinson,2016,Percent,0.131
County,Hutchinson,1989,Percent,0.135
County,Hutchinson,1993,Percent,0.13
County,Hutchinson,1995,Percent,0.122
County,Hutchinson,1997,Percent,0.123
County,Hutchinson,1998,Percent,0.117
County,Hutchinson,1999,Percent,0.111
County,Hutchinson,2000,Percent,0.122
County,Hutchinson,2001,Percent,0.115
County,Hutchinson,2002,Percent,0.119
County,Hutchinson,2003,Percent,0.126
County,Hutchinson,2004,Percent,0.126
County,Hutchinson,2005,Percent,0.134
County,Hutchinson,2017,Percent,0.129
County,Hutchinson,2018,Percent,0.13
County,Hutchinson,2019,Percent,0.114
County,Hutchinson,2019,Number,2351
County,Hutchinson,2018,Number,2708
County,Hutchinson,2017,Number,2715
County,Hutchinson,2016,Number,2783
County,Hutchinson,2014,Number,2994
County,Hutchinson,2015,Number,3042
County,Hutchinson,2013,Number,3334
County,Hutchinson,2012,Number,2870
County,Hutchinson,2011,Number,2937
County,Hutchinson,2010,Number,2927
County,Hutchinson,2009,Number,2604
County,Hutchinson,2008,Number,2470
County,Hutchinson,2007,Number,2916
County,Hutchinson,2006,Number,2954
County,Hutchinson,1989,Number,3426
County,Hutchinson,1993,Number,3256
County,Hutchinson,1995,Number,2966
County,Hutchinson,1997,Number,2962
County,Hutchinson,1998,Number,2800
County,Hutchinson,1999,Number,2612
County,Hutchinson,2000,Number,2800
County,Hutchinson,2001,Number,2615
County,Hutchinson,2002,Number,2706
County,Hutchinson,2003,Number,2808
County,Hutchinson,2004,Number,2808
County,Hutchinson,2005,Number,2967
County,Hutchinson,2020,Number,2455
County,Hutchinson,2020,Percent,0.121
County,Hutchinson,2021,Number,2551
County,Hutchinson,2021,Percent,0.126
County,Hutchinson,2022,Number,2359
County,Hutchinson,2022,Percent,0.119
County,Irion,1989,Number,220
County,Irion,1993,Number,201
County,Irion,1995,Number,243
County,Irion,1997,Number,227
County,Irion,1998,Number,183
County,Irion,1999,Number,148
County,Irion,2000,Number,177
County,Irion,2001,Number,210
County,Irion,2002,Number,189
County,Irion,2003,Number,185
County,Irion,2004,Number,146
County,Irion,2005,Number,162
County,Irion,2006,Number,171
County,Irion,2007,Number,141
County,Irion,2008,Number,159
County,Irion,2009,Number,189
County,Irion,2010,Number,154
County,Irion,2011,Number,170
County,Irion,2012,Number,159
County,Irion,2013,Number,141
County,Irion,2015,Number,123
County,Irion,2014,Number,135
County,Irion,2016,Number,125
County,Irion,2017,Number,141
County,Irion,2018,Number,123
County,Irion,2019,Number,114
County,Irion,2019,Percent,0.074
County,Irion,2018,Percent,0.081
County,Irion,2017,Percent,0.093
County,Irion,1989,Percent,0.135
County,Irion,1993,Percent,0.119
County,Irion,1995,Percent,0.139
County,Irion,1997,Percent,0.13
County,Irion,1998,Percent,0.107
County,Irion,1999,Percent,0.084
County,Irion,2000,Percent,0.103
County,Irion,2001,Percent,0.12
County,Irion,2002,Percent,0.108
County,Irion,2003,Percent,0.106
County,Irion,2004,Percent,0.083
County,Irion,2005,Percent,0.092
County,Irion,2016,Percent,0.08
County,Irion,2014,Percent,0.086
County,Irion,2015,Percent,0.079
County,Irion,2013,Percent,0.088
County,Irion,2012,Percent,0.10121
County,Irion,2011,Percent,0.105
County,Irion,2010,Percent,0.096
County,Irion,2009,Percent,0.109
County,Irion,2008,Percent,0.094
County,Irion,2006,Percent,0.095
County,Irion,2007,Percent,0.081
County,Irion,2020,Number,107
County,Irion,2020,Percent,0.069
County,Irion,2021,Number,136
County,Irion,2021,Percent,0.088
County,Irion,2022,Number,131
County,Irion,2022,Percent,0.086
County,Jack,2007,Percent,0.13
County,Jack,2006,Percent,0.139
County,Jack,2008,Percent,0.149
County,Jack,2009,Percent,0.149
County,Jack,2010,Percent,0.155
County,Jack,2011,Percent,0.15
County,Jack,2012,Percent,0.16916
County,Jack,2013,Percent,0.17
County,Jack,2015,Percent,0.171
County,Jack,2014,Percent,0.149
County,Jack,2016,Percent,0.172
County,Jack,1989,Percent,0.181
County,Jack,1993,Percent,0.175
County,Jack,1995,Percent,0.174
County,Jack,1997,Percent,0.166
County,Jack,1998,Percent,0.165
County,Jack,1999,Percent,0.129
County,Jack,2000,Percent,0.168
County,Jack,2001,Percent,0.178
County,Jack,2002,Percent,0.164
County,Jack,2003,Percent,0.141
County,Jack,2004,Percent,0.119
County,Jack,2005,Percent,0.145
County,Jack,2017,Percent,0.174
County,Jack,2018,Percent,0.177
County,Jack,2019,Percent,0.156
County,Jack,2019,Number,1212
County,Jack,2018,Number,1359
County,Jack,2017,Number,1345
County,Jack,2016,Number,1315
County,Jack,2014,Number,1151
County,Jack,2015,Number,1322
County,Jack,2013,Number,1319
County,Jack,2012,Number,1322
County,Jack,2011,Number,1181
County,Jack,2010,Number,1217
County,Jack,2009,Number,1105
County,Jack,2008,Number,1140
County,Jack,2007,Number,1004
County,Jack,2006,Number,1113
County,Jack,1989,Number,1250
County,Jack,1993,Number,1213
County,Jack,1995,Number,1265
County,Jack,1997,Number,1236
County,Jack,1998,Number,1232
County,Jack,1999,Number,989
County,Jack,2000,Number,1285
County,Jack,2001,Number,1392
County,Jack,2002,Number,1289
County,Jack,2003,Number,1113
County,Jack,2004,Number,948
County,Jack,2005,Number,1152
County,Jack,2020,Number,1075
County,Jack,2020,Percent,0.136
County,Jack,2021,Number,1233
County,Jack,2021,Percent,0.16
County,Jack,2022,Number,1237
County,Jack,2022,Percent,0.158
County,Jackson,1989,Number,2713
County,Jackson,1993,Number,2570
County,Jackson,1995,Number,2437
County,Jackson,1997,Number,2189
County,Jackson,1998,Number,2128
County,Jackson,1999,Number,2074
County,Jackson,2000,Number,1948
County,Jackson,2001,Number,1943
County,Jackson,2002,Number,2036
County,Jackson,2003,Number,2001
County,Jackson,2004,Number,2019
County,Jackson,2005,Number,2177
County,Jackson,2006,Number,2031
County,Jackson,2007,Number,2009
County,Jackson,2008,Number,1855
County,Jackson,2009,Number,1927
County,Jackson,2010,Number,2234
County,Jackson,2011,Number,2200
County,Jackson,2012,Number,2177
County,Jackson,2013,Number,1825
County,Jackson,2015,Number,1980
County,Jackson,2014,Number,2121
County,Jackson,2016,Number,1966
County,Jackson,2017,Number,2316
County,Jackson,2018,Number,1885
County,Jackson,2019,Number,1996
County,Jackson,2019,Percent,0.138
County,Jackson,2018,Percent,0.129
County,Jackson,2017,Percent,0.16
County,Jackson,1989,Percent,0.21
County,Jackson,1993,Percent,0.189
County,Jackson,1995,Percent,0.178
County,Jackson,1997,Percent,0.16
County,Jackson,1998,Percent,0.157
County,Jackson,1999,Percent,0.147
County,Jackson,2000,Percent,0.138
County,Jackson,2001,Percent,0.139
County,Jackson,2002,Percent,0.145
County,Jackson,2003,Percent,0.141
County,Jackson,2004,Percent,0.143
County,Jackson,2005,Percent,0.155
County,Jackson,2016,Percent,0.135
County,Jackson,2014,Percent,0.147
County,Jackson,2015,Percent,0.136
County,Jackson,2013,Percent,0.127
County,Jackson,2012,Percent,0.15577
County,Jackson,2011,Percent,0.16
County,Jackson,2010,Percent,0.162
County,Jackson,2009,Percent,0.138
County,Jackson,2008,Percent,0.134
County,Jackson,2006,Percent,0.146
County,Jackson,2007,Percent,0.146
County,Jackson,2020,Number,1849
County,Jackson,2020,Percent,0.127
County,Jackson,2021,Number,2002
County,Jackson,2021,Percent,0.135
County,Jackson,2022,Number,2233
County,Jackson,2022,Percent,0.152
County,Jasper,2007,Percent,0.208
County,Jasper,2006,Percent,0.204
County,Jasper,2008,Percent,0.205
County,Jasper,2009,Percent,0.165
County,Jasper,2010,Percent,0.195
County,Jasper,2011,Percent,0.191
County,Jasper,2012,Percent,0.20585
County,Jasper,2013,Percent,0.208
County,Jasper,2015,Percent,0.157
County,Jasper,2014,Percent,0.177
County,Jasper,2016,Percent,0.192
County,Jasper,1989,Percent,0.202
County,Jasper,1993,Percent,0.2
County,Jasper,1995,Percent,0.187
County,Jasper,1997,Percent,0.192
County,Jasper,1998,Percent,0.185
County,Jasper,1999,Percent,0.181
County,Jasper,2000,Percent,0.178
County,Jasper,2001,Percent,0.181
County,Jasper,2002,Percent,0.179
County,Jasper,2003,Percent,0.184
County,Jasper,2004,Percent,0.187
County,Jasper,2005,Percent,0.19
County,Jasper,2017,Percent,0.2
County,Jasper,2018,Percent,0.192
County,Jasper,2019,Percent,0.195
County,Jasper,2019,Number,6747
County,Jasper,2018,Number,6682
County,Jasper,2017,Number,6898
County,Jasper,2016,Number,6652
County,Jasper,2014,Number,6117
County,Jasper,2015,Number,5422
County,Jasper,2013,Number,7217
County,Jasper,2012,Number,7182
County,Jasper,2011,Number,6719
County,Jasper,2010,Number,6765
County,Jasper,2009,Number,5513
County,Jasper,2008,Number,6848
County,Jasper,2007,Number,6968
County,Jasper,2006,Number,6984
County,Jasper,1989,Number,6204
County,Jasper,1993,Number,6479
County,Jasper,1995,Number,6185
County,Jasper,1997,Number,6428
County,Jasper,1998,Number,6213
County,Jasper,1999,Number,6237
County,Jasper,2000,Number,6187
County,Jasper,2001,Number,6262
County,Jasper,2002,Number,6199
County,Jasper,2003,Number,6377
County,Jasper,2004,Number,6482
County,Jasper,2005,Number,6561
County,Jasper,2020,Number,5960
County,Jasper,2020,Percent,0.173
County,Jasper,2021,Number,7663
County,Jasper,2021,Percent,0.238
County,Jasper,2022,Number,6202
County,Jasper,2022,Percent,0.194
County,Jeff Davis,1989,Number,374
